id,adults,children,weekends,weekdays,meal_type,room_type,arrival,lead_time,segment,repeat,price,requests,booking_status
17383,1,1,2,4,Meal Plan 1,Room_Type 1,2018-11-16,137.0,Online,0,75.66,1,0
17384,2,0,0,3,Meal Plan 1,Room_Type 1,2018-10-12,314.0,Online,0,75.0,0,1
17385,2,0,1,3,Meal Plan 1,Room_Type 1,2017-10-15,100.0,Online,0,89.25,1,0
17386,2,0,0,1,Meal Plan 1,Room_Type 1,2017-10-21,5.0,Online,0,0.0,0,0
17387,2,0,0,2,Meal Plan 1,Room_Type 1,2018-11-25,56.0,Online,0,93.6,1,1
17388,2,0,0,1,Meal Plan 1,Room_Type 1,2018-04-29,443.0,Online,0,65.0,0,1
17389,1,0,0,1,Meal Plan 1,Room_Type 1,2018-10-12,,Offline,0,120.0,0,1
17390,2,0,0,5,Meal Plan 1,Room_Type 4,2018-05-31,50.0,Online,0,149.4,1,0
17391,2,0,1,3,Meal Plan 1,Room_Type 1,2018-07-25,188.0,Online,0,90.95,1,0
17392,2,0,0,2,Not Selected,Room_Type 1,2017-12-01,4.0,Online,0,,0,0
17393,2,2,0,1,Meal Plan 1,Room_Type 6,2017-08-22,0.0,Online,0,,1,0
17394,2,0,1,3,Meal Plan 1,Room_Type 1,2018-04-11,24.0,Online,0,108.5,0,1
17395,2,0,0,4,Meal Plan 1,Room_Type 4,2017-11-10,5.0,Online,0,76.58,0,0
17396,2,0,1,2,Meal Plan 1,Room_Type 1,2018-09-19,280.0,Offline,0,110.0,0,1
17397,2,0,0,3,Meal Plan 1,Room_Type 4,2018-03-30,123.0,Online,0,110.33,0,1
17398,2,0,1,5,Meal Plan 1,Room_Type 3,2018-11-01,11.0,Corporate,0,110.0,1,0
17399,2,0,2,2,Meal Plan 1,Room_Type 1,2018-11-19,43.0,Offline,0,68.0,0,0
17400,1,0,1,3,Meal Plan 1,Room_Type 1,2018-06-06,118.0,Offline,0,110.0,0,0
17401,2,0,1,4,Meal Plan 2,Room_Type 1,2018-04-18,26.0,Offline,0,133.8,0,0
17402,2,0,1,2,Meal Plan 1,Room_Type 1,2018-10-21,273.0,Online,0,76.46,1,0
17403,2,0,0,3,Meal Plan 1,Room_Type 4,2017-11-11,50.0,Offline,0,60.0,0,0
17404,2,0,1,2,Meal Plan 1,Room_Type 2,2018-03-25,130.0,Online,0,102.58,0,0
17405,2,0,1,3,Meal Plan 1,Room_Type 1,2018-05-19,,Offline,0,,0,1
17406,2,0,0,3,Meal Plan 1,Room_Type 1,2018-10-13,37.0,Offline,0,105.0,0,0
17407,2,0,0,2,Meal Plan 1,Room_Type 1,2017-09-08,0.0,Offline,0,110.4,0,0
17408,2,0,2,5,Meal Plan 1,Room_Type 1,2018-03-15,53.0,Online,0,83.92,1,0
17409,1,0,0,2,Meal Plan 1,Room_Type 1,2017-10-15,14.0,Offline,0,100.0,0,0
17410,2,0,2,4,Meal Plan 1,Room_Type 1,2017-10-04,20.0,Online,0,107.0,0,0
17411,2,0,1,2,Not Selected,Room_Type 1,2018-08-19,208.0,Online,0,91.5,1,0
17412,2,0,1,0,Meal Plan 1,Room_Type 4,2018-01-03,0.0,Online,0,97.0,0,0
17413,3,0,2,2,Meal Plan 1,Room_Type 4,2018-09-23,,Online,0,162.0,1,1
17414,2,0,0,3,Meal Plan 1,Room_Type 1,2018-08-11,128.0,Online,0,123.3,2,0
17415,2,0,1,2,Not Selected,Room_Type 1,2018-03-18,54.0,Online,0,88.2,0,1
17416,2,0,1,2,Meal Plan 1,Room_Type 1,2017-10-19,5.0,Offline,0,90.0,0,0
17417,2,0,1,0,Meal Plan 1,Room_Type 4,2018-07-31,70.0,Online,0,127.8,0,1
17418,2,0,0,0,Not Selected,Room_Type 1,2018-01-22,11.0,Online,0,0.0,1,0
17419,2,0,2,2,Meal Plan 1,,2017-09-25,56.0,Offline,0,185.0,0,0
17420,2,0,1,1,Meal Plan 1,Room_Type 1,2018-10-31,42.0,Online,0,118.5,1,0
17421,1,0,2,1,Meal Plan 1,Room_Type 1,2018-02-28,116.0,Offline,0,61.0,0,1
17422,2,0,1,0,Meal Plan 1,,2018-10-16,286.0,Offline,0,90.0,0,1
17423,3,0,0,1,Meal Plan 1,Room_Type 7,2018-05-04,0.0,Complementary,0,0.0,3,0
17424,2,0,0,2,Meal Plan 1,Room_Type 1,2018-06-03,177.0,Offline,0,100.0,0,1
17425,2,0,0,1,Meal Plan 1,Room_Type 4,2018-09-08,,Online,0,118.58,1,0
17426,2,0,2,3,Meal Plan 1,Room_Type 1,2018-08-07,210.0,Online,0,90.95,1,0
17427,2,0,0,2,Meal Plan 2,Room_Type 1,2018-08-18,320.0,Offline,0,115.0,1,1
17428,2,0,1,2,Not Selected,Room_Type 1,2018-10-17,164.0,Online,0,108.0,0,1
17429,1,0,2,1,Not Selected,Room_Type 1,2018-04-02,17.0,Online,0,102.33,0,1
17430,2,0,1,2,Meal Plan 1,Room_Type 1,2018-06-03,7.0,Online,0,134.33,1,0
17431,2,0,1,4,Meal Plan 1,Room_Type 1,2017-12-21,17.0,Offline,0,58.0,0,0
17432,2,0,1,3,Meal Plan 1,Room_Type 1,2018-11-28,36.0,Online,0,88.4,2,0
17433,2,0,2,4,Meal Plan 1,Room_Type 1,2018-04-03,91.0,Online,0,83.87,1,0
17434,2,1,2,2,Meal Plan 1,Room_Type 1,2018-04-16,76.0,Online,0,110.5,2,0
17435,2,0,1,2,Meal Plan 1,,2017-08-24,7.0,Online,0,90.0,1,0
17436,2,0,0,3,Meal Plan 1,Room_Type 4,2018-10-06,46.0,Online,0,125.55,0,1
17437,1,0,1,0,Meal Plan 1,Room_Type 1,2018-10-10,76.0,Offline,0,120.0,0,1
17438,1,0,0,1,Meal Plan 1,Room_Type 1,2018-03-09,2.0,Corporate,0,79.0,0,0
17439,1,0,0,1,Meal Plan 1,Room_Type 1,2018-11-05,8.0,Offline,0,120.0,0,0
17440,2,0,0,2,Not Selected,Room_Type 1,2018-04-22,7.0,Online,0,119.0,1,1
17441,1,0,2,1,Meal Plan 1,Room_Type 4,2018-04-30,35.0,Online,0,140.4,1,0
17442,2,1,1,3,Not Selected,Room_Type 1,2018-03-21,27.0,Offline,0,62.8,0,0
17443,3,0,1,2,Meal Plan 1,Room_Type 4,2018-03-04,16.0,Online,0,89.44,1,0
17444,2,2,0,3,Meal Plan 1,Room_Type 6,2018-07-26,199.0,Online,0,168.3,1,1
17445,2,1,0,4,Meal Plan 1,Room_Type 1,2018-03-01,1.0,Online,0,119.0,1,0
17446,2,0,2,2,Meal Plan 1,Room_Type 1,2018-03-12,29.0,Offline,0,68.0,0,0
17447,2,0,1,3,Meal Plan 1,Room_Type 4,2018-12-05,14.0,Online,0,,0,0
17448,1,0,0,1,Meal Plan 1,Room_Type 4,2018-10-18,1.0,Offline,0,,0,0
17449,1,0,1,2,Meal Plan 1,Room_Type 1,2018-05-23,6.0,Online,0,97.02,1,0
17450,1,0,2,5,Meal Plan 1,Room_Type 1,2018-08-01,122.0,Offline,0,68.0,0,0
17451,2,0,2,4,Meal Plan 1,Room_Type 1,2018-03-23,68.0,Offline,0,61.5,0,0
17452,1,0,0,1,Meal Plan 1,Room_Type 1,2018-07-20,14.0,Online,0,96.0,1,0
17453,1,0,2,3,Meal Plan 1,Room_Type 1,2018-11-19,15.0,Corporate,0,79.75,0,0
17454,2,0,2,3,Meal Plan 1,Room_Type 1,2017-10-25,132.0,Online,0,89.25,1,0
17455,2,0,0,2,Meal Plan 1,Room_Type 2,2018-10-14,330.0,Online,0,106.7,1,1
17456,2,0,0,3,Meal Plan 1,Room_Type 1,2018-10-13,37.0,Offline,0,105.0,0,0
17457,2,0,1,2,Meal Plan 1,Room_Type 4,2017-10-30,0.0,Online,0,126.0,1,0
17458,2,0,0,1,Not Selected,Room_Type 1,2018-03-03,6.0,Online,0,87.0,2,0
17459,2,1,0,3,Meal Plan 1,Room_Type 1,2018-12-06,,Offline,0,85.05,0,0
17460,1,1,1,0,Meal Plan 1,Room_Type 1,2018-08-22,39.0,Online,0,144.9,1,1
17461,2,0,0,1,Meal Plan 1,Room_Type 2,2017-11-28,0.0,Online,0,77.25,2,0
17462,2,0,2,0,Not Selected,Room_Type 1,2018-11-27,76.0,Online,0,79.2,1,1
17463,2,0,2,2,Meal Plan 1,Room_Type 4,2018-06-12,12.0,Online,0,136.0,0,1
17464,2,0,0,3,Not Selected,Room_Type 1,2018-06-28,117.0,Online,0,79.69,1,0
17465,1,0,0,1,Meal Plan 1,Room_Type 1,2018-09-20,7.0,Online,0,143.0,3,0
17466,2,0,0,3,Meal Plan 1,Room_Type 1,2018-04-12,18.0,Online,0,129.67,1,0
17467,2,0,1,2,Meal Plan 1,Room_Type 1,2018-03-25,78.0,Offline,0,100.0,0,1
17468,2,0,2,6,Meal Plan 1,Room_Type 1,2018-07-01,148.0,Online,0,98.39,2,0
17469,2,0,1,3,Meal Plan 1,Room_Type 4,2018-05-19,95.0,Online,0,132.6,1,0
17470,2,0,2,1,Meal Plan 1,Room_Type 1,2018-12-24,69.0,Online,0,93.6,2,0
17471,2,0,1,2,Not Selected,Room_Type 1,2018-06-27,59.0,Online,0,101.1,0,1
17472,2,0,0,1,Meal Plan 1,Room_Type 1,2017-08-27,8.0,Online,0,90.0,1,0
17473,2,0,0,2,Meal Plan 1,Room_Type 1,2018-06-30,53.0,Online,0,,1,0
17474,2,0,0,2,Meal Plan 2,Room_Type 1,2018-08-19,291.0,Online,0,115.0,0,1
17475,2,0,1,3,Meal Plan 1,Room_Type 1,2018-08-08,189.0,Offline,0,72.25,0,1
17476,2,0,0,1,Meal Plan 1,Room_Type 1,2018-05-14,4.0,Online,0,141.0,1,0
17477,2,0,0,1,Meal Plan 1,Room_Type 1,2017-10-16,180.0,Offline,0,70.0,0,1
17478,1,0,0,2,Meal Plan 1,Room_Type 1,2017-08-19,2.0,Complementary,0,0.0,0,0
17479,1,0,1,1,Meal Plan 1,Room_Type 1,2018-07-11,152.0,Online,0,109.0,1,1
17480,1,0,0,3,Meal Plan 1,Room_Type 1,2018-10-13,37.0,Offline,0,95.0,0,0
17481,3,0,2,5,Meal Plan 1,Room_Type 4,2018-06-09,206.0,Online,0,127.47,1,1
17482,2,0,2,4,Meal Plan 1,Room_Type 1,2018-07-24,150.0,Online,0,,2,0
17483,2,0,2,3,Meal Plan 1,Room_Type 1,2018-03-20,2.0,Online,0,130.0,1,0
17484,2,0,2,5,Meal Plan 1,Room_Type 2,2018-09-02,178.0,Online,0,112.01,0,1
17485,2,0,1,2,Meal Plan 1,Room_Type 2,2018-02-05,43.0,Online,0,69.52,0,1
17486,2,0,2,5,Meal Plan 1,Room_Type 5,2018-04-30,139.0,Online,0,104.21,0,0
17487,2,0,0,2,Not Selected,Room_Type 1,2018-07-27,19.0,Online,0,139.0,0,0
17488,1,0,0,2,Meal Plan 1,Room_Type 1,2018-06-15,188.0,Offline,0,130.0,0,1
17489,2,0,2,1,Meal Plan 1,Room_Type 1,2018-11-26,130.0,Offline,0,68.0,0,0
17490,2,0,2,2,Meal Plan 1,Room_Type 1,2018-08-26,65.0,Offline,0,134.0,0,0
17491,2,0,0,4,Meal Plan 1,Room_Type 1,2017-09-23,32.0,Online,0,155.8,1,0
17492,2,0,0,2,Meal Plan 1,Room_Type 1,2018-10-05,29.0,Online,0,152.0,2,0
17493,3,0,0,2,Meal Plan 1,Room_Type 4,2018-10-26,96.0,Online,0,110.97,0,1
17494,2,1,0,1,Meal Plan 1,,2018-03-24,50.0,Online,0,115.2,2,0
17495,3,0,2,5,Meal Plan 1,Room_Type 4,2018-07-06,79.0,Online,0,146.96,2,0
17496,2,0,1,2,Meal Plan 1,Room_Type 1,2018-11-18,10.0,Online,0,107.67,2,0
17497,3,0,0,2,Meal Plan 1,Room_Type 4,2018-04-26,15.0,Online,0,152.0,2,0
17498,2,0,0,1,Not Selected,Room_Type 1,2018-10-27,60.0,Online,0,,2,0
17499,3,0,0,1,Meal Plan 1,Room_Type 7,2018-07-02,82.0,Online,0,185.03,2,0
17500,2,0,1,3,Meal Plan 1,Room_Type 1,2018-05-19,100.0,Online,0,136.0,1,0
17501,2,0,0,1,Meal Plan 1,Room_Type 1,2017-10-20,36.0,Online,0,96.3,1,0
17502,1,0,2,2,Meal Plan 1,Room_Type 1,2018-02-27,115.0,Offline,0,76.0,0,0
17503,2,0,0,2,Not Selected,Room_Type 1,2018-01-08,1.0,Online,0,68.5,1,0
17504,2,0,1,4,Meal Plan 1,Room_Type 4,2018-04-06,117.0,Online,0,96.05,0,0
17505,1,0,0,1,Meal Plan 1,Room_Type 1,2018-10-15,163.0,Offline,0,,0,1
17506,3,0,0,2,Meal Plan 1,Room_Type 4,2018-08-17,145.0,Online,0,151.2,0,0
17507,3,0,0,4,Meal Plan 1,Room_Type 4,2018-06-01,61.0,Online,0,159.3,1,1
17508,1,0,1,4,Meal Plan 1,Room_Type 1,2018-06-22,190.0,Offline,0,95.0,0,0
17509,1,0,1,0,Meal Plan 1,Room_Type 1,2018-03-07,0.0,Corporate,0,80.0,0,0
17510,2,0,0,1,Meal Plan 1,Room_Type 4,2018-11-22,67.0,Online,0,102.6,1,0
17511,3,0,0,3,Meal Plan 1,Room_Type 4,2018-07-14,160.0,Online,0,137.7,0,1
17512,2,0,1,2,Meal Plan 2,Room_Type 1,2017-09-21,0.0,Offline,0,125.7,0,0
17513,1,0,0,0,Meal Plan 1,Room_Type 1,2018-02-06,1.0,Online,0,0.0,0,0
17514,2,0,2,2,Meal Plan 1,,2018-12-30,5.0,Online,0,122.48,2,0
17515,2,0,1,3,Meal Plan 1,Room_Type 4,2018-06-02,111.0,Online,0,132.6,0,1
17516,2,1,0,4,Meal Plan 1,Room_Type 4,2017-10-06,12.0,Offline,0,123.3,1,0
17517,2,0,2,1,Meal Plan 1,Room_Type 1,2018-02-13,1.0,Offline,0,80.0,0,0
17518,2,0,0,2,Meal Plan 1,Room_Type 1,2018-10-20,191.0,Online,0,,1,1
17519,1,0,0,1,Not Selected,Room_Type 1,2018-09-20,11.0,Online,1,94.71,1,0
17520,1,0,1,2,Meal Plan 1,Room_Type 1,2017-09-04,219.0,Offline,0,76.67,0,0
17521,2,0,1,1,Meal Plan 1,Room_Type 1,2017-10-31,9.0,Online,0,87.0,1,0
17522,2,0,0,2,Meal Plan 1,Room_Type 1,2018-11-17,59.0,Offline,0,75.0,0,0
17523,2,0,0,3,Meal Plan 1,Room_Type 1,2018-08-30,40.0,Online,0,80.32,1,0
17524,2,0,0,1,Meal Plan 2,Room_Type 1,2017-10-16,100.0,Online,0,108.0,0,1
17525,1,0,0,1,Meal Plan 1,Room_Type 1,2018-06-16,16.0,Corporate,0,95.0,0,0
17526,2,2,2,2,Meal Plan 1,Room_Type 7,2018-07-08,0.0,Online,0,,0,1
17527,1,0,0,1,Meal Plan 2,Room_Type 1,2017-09-04,41.0,Offline,0,83.0,0,0
17528,2,0,1,0,Not Selected,Room_Type 1,2018-08-07,1.0,Online,0,98.0,0,0
17529,2,0,0,1,Meal Plan 2,Room_Type 1,2018-03-04,21.0,Online,0,129.0,0,1
17530,2,0,1,2,Not Selected,Room_Type 1,2018-10-24,113.0,Online,0,89.4,0,1
17531,2,0,2,2,Meal Plan 1,Room_Type 1,2018-11-13,83.0,Online,0,113.5,1,0
17532,2,0,2,5,Meal Plan 2,Room_Type 4,2018-07-16,89.0,Online,0,155.57,2,0
17533,2,0,0,4,Meal Plan 1,Room_Type 1,2018-10-05,228.0,Online,0,102.85,1,1
17534,2,0,0,1,Meal Plan 1,Room_Type 1,2017-08-29,12.0,Online,0,90.0,2,0
17535,2,0,0,1,Meal Plan 1,Room_Type 1,2018-10-04,207.0,Online,0,108.9,3,0
17536,2,0,0,2,Not Selected,Room_Type 1,2018-07-28,5.0,Online,0,124.0,0,1
17537,2,0,0,4,Meal Plan 1,Room_Type 1,2017-10-13,47.0,Online,0,94.5,1,0
17538,3,0,0,3,Meal Plan 1,,2018-09-20,89.0,Online,0,168.3,1,0
17539,2,0,0,2,Meal Plan 1,Room_Type 1,2018-07-27,,Online,0,135.9,0,0
17540,2,1,0,1,Meal Plan 1,Room_Type 6,2018-07-09,44.0,Online,0,189.9,2,0
17541,2,0,0,5,Meal Plan 1,Room_Type 1,2017-09-08,0.0,Online,0,146.4,2,0
17542,2,0,1,3,Meal Plan 1,Room_Type 1,2018-10-06,85.0,Offline,0,85.0,2,0
17543,3,0,2,0,Meal Plan 1,Room_Type 4,2018-06-26,67.0,Online,0,132.3,2,0
17544,2,0,2,2,Meal Plan 1,Room_Type 1,2018-05-22,147.0,Online,0,99.45,1,0
17545,2,0,2,4,Meal Plan 1,Room_Type 1,2018-08-06,129.0,Online,0,114.3,0,1
17546,2,0,0,2,Not Selected,Room_Type 1,2018-02-12,35.0,Online,0,67.5,0,1
17547,2,0,0,3,Meal Plan 1,Room_Type 1,2018-11-03,,Offline,0,89.0,0,1
17548,2,0,1,1,Meal Plan 1,Room_Type 1,2018-06-11,132.0,Online,0,135.9,3,0
17549,2,0,1,0,Meal Plan 1,Room_Type 1,2018-10-16,286.0,Offline,0,90.0,0,1
17550,2,0,2,3,Meal Plan 1,Room_Type 4,2018-07-07,154.0,Online,0,120.7,1,1
17551,2,0,0,2,Meal Plan 1,Room_Type 1,2018-03-04,0.0,Offline,0,102.0,0,0
17552,2,0,2,5,Not Selected,Room_Type 1,2017-07-03,60.0,Online,0,60.27,0,0
17553,2,0,1,3,Meal Plan 1,Room_Type 1,2018-06-20,57.0,Online,0,94.5,0,1
17554,2,0,0,2,Meal Plan 1,Room_Type 1,2018-11-04,46.0,Offline,0,75.0,0,0
17555,1,0,0,2,Meal Plan 1,Room_Type 1,2017-09-30,29.0,Online,0,90.25,2,0
17556,2,0,1,0,Meal Plan 1,,2018-03-28,,Online,0,,1,0
17557,3,0,0,1,Meal Plan 1,Room_Type 4,2018-10-07,233.0,Online,0,168.3,0,1
17558,2,0,0,2,Meal Plan 2,Room_Type 1,2017-07-01,257.0,Offline,0,101.5,0,1
17559,2,0,0,2,Meal Plan 1,Room_Type 1,2018-10-21,277.0,Online,0,96.3,2,1
17560,2,0,1,2,Meal Plan 1,Room_Type 1,2017-10-19,5.0,Offline,0,90.0,0,0
17561,1,0,0,3,Meal Plan 1,Room_Type 1,2018-10-13,335.0,Offline,0,80.0,0,0
17562,2,0,1,4,Meal Plan 1,Room_Type 1,2018-03-07,26.0,Offline,0,,0,0
17563,3,0,1,4,Meal Plan 1,Room_Type 1,2017-07-01,181.0,Online,0,111.5,0,1
17564,1,0,0,1,Meal Plan 1,Room_Type 1,2017-08-26,1.0,Online,0,0.0,2,0
17565,2,0,0,3,Meal Plan 2,Room_Type 1,2017-10-13,36.0,Offline,0,112.0,0,0
17566,2,0,1,3,Meal Plan 1,Room_Type 4,2018-09-26,14.0,Online,0,164.0,1,1
17567,2,0,1,1,Meal Plan 1,Room_Type 1,2017-10-10,174.0,Offline,0,70.0,0,1
17568,2,2,0,2,Meal Plan 1,Room_Type 6,2018-05-27,128.0,Online,0,207.9,2,1
17569,2,0,0,2,Meal Plan 2,Room_Type 1,2018-01-08,28.0,Offline,0,97.0,0,0
17570,2,0,0,4,Not Selected,Room_Type 1,2018-03-02,33.0,Online,0,73.1,0,1
17571,2,1,0,4,Meal Plan 1,Room_Type 1,2018-12-07,92.0,Online,0,103.7,2,0
17572,1,0,0,1,Meal Plan 1,Room_Type 1,2018-04-19,0.0,Corporate,0,,0,0
17573,2,0,1,2,Meal Plan 2,Room_Type 1,2018-10-03,47.0,Online,0,,1,1
17574,2,0,0,1,Meal Plan 1,Room_Type 1,2018-12-29,1.0,Corporate,1,65.0,1,0
17575,2,0,2,5,Meal Plan 1,Room_Type 4,2018-12-22,78.0,Online,0,70.88,1,0
17576,2,0,1,2,Not Selected,Room_Type 1,2018-03-18,18.0,Online,0,97.0,0,1
17577,3,0,1,2,Meal Plan 1,Room_Type 4,2018-08-08,186.0,Online,0,137.7,2,1
17578,2,0,1,2,Meal Plan 1,Room_Type 1,2018-02-22,36.0,Online,0,82.7,1,0
17579,2,0,0,3,Meal Plan 1,Room_Type 1,2018-06-07,213.0,Online,0,130.0,0,1
17580,2,0,1,0,Not Selected,Room_Type 1,2018-02-29,50.0,Online,0,76.5,0,1
17581,2,0,0,1,Not Selected,Room_Type 1,2018-09-02,8.0,Online,0,119.0,1,0
17582,2,0,2,2,Meal Plan 1,Room_Type 1,2018-04-23,138.0,Online,0,90.95,0,0
17583,2,0,0,3,Meal Plan 1,Room_Type 1,2018-01-21,43.0,Offline,0,60.0,0,0
17584,2,0,2,2,Meal Plan 1,Room_Type 1,2018-08-28,157.0,Offline,0,80.75,2,0
17585,2,1,1,3,Meal Plan 1,Room_Type 1,2018-07-18,160.0,Online,0,110.5,2,1
17586,2,0,2,1,Meal Plan 2,Room_Type 1,2018-08-28,96.0,Offline,0,85.0,0,0
17587,1,2,1,2,Meal Plan 1,Room_Type 6,2018-10-14,108.0,Online,0,190.8,1,0
17588,2,0,0,1,Meal Plan 1,Room_Type 1,2018-02-16,4.0,Offline,0,72.8,0,0
17589,1,0,0,1,Meal Plan 1,Room_Type 1,2017-10-23,,Offline,0,83.5,0,0
17590,2,0,0,2,Meal Plan 2,Room_Type 1,2017-10-16,,Offline,0,109.0,0,0
17591,2,0,1,0,Meal Plan 1,Room_Type 4,2018-01-24,0.0,Online,0,,0,0
17592,2,0,0,3,Meal Plan 1,Room_Type 1,2018-02-25,51.0,Online,0,80.3,1,0
17593,2,0,2,3,Meal Plan 2,Room_Type 1,2018-02-14,12.0,Online,0,129.0,1,0
17594,3,0,1,2,Meal Plan 1,Room_Type 1,2018-09-30,91.0,Offline,0,110.0,0,0
17595,2,0,2,1,Meal Plan 1,Room_Type 1,2018-05-01,201.0,Online,0,106.2,1,1
17596,2,0,2,1,Meal Plan 1,Room_Type 1,2017-10-10,221.0,Offline,0,65.0,0,0
17597,2,0,1,1,Meal Plan 1,Room_Type 1,2018-07-18,53.0,Online,0,114.3,0,0
17598,2,0,2,5,Meal Plan 1,Room_Type 4,2018-08-16,197.0,Offline,0,82.45,2,0
17599,2,0,0,1,Meal Plan 1,Room_Type 1,2018-04-13,18.0,Corporate,0,129.0,0,0
17600,2,0,0,2,Meal Plan 2,Room_Type 1,2018-07-28,14.0,Online,0,169.0,0,1
17601,2,0,1,1,Meal Plan 1,Room_Type 1,2018-10-03,18.0,Offline,0,85.0,0,0
17602,2,0,2,3,Meal Plan 1,Room_Type 1,2017-08-14,6.0,Online,0,93.2,0,0
17603,2,0,1,2,Meal Plan 1,Room_Type 1,2018-11-04,305.0,Offline,0,89.0,0,1
17604,2,0,1,3,Meal Plan 1,Room_Type 1,2018-03-28,57.0,Online,0,85.85,1,0
17605,1,0,0,4,Meal Plan 2,Room_Type 1,2018-09-21,,Offline,0,96.0,0,0
17606,2,0,1,3,Meal Plan 1,Room_Type 1,2018-04-28,47.0,Online,0,123.96,1,0
17607,2,0,2,5,Meal Plan 1,Room_Type 1,2018-01-10,0.0,Online,1,41.84,1,0
17608,2,2,0,2,Meal Plan 1,Room_Type 6,2018-04-01,83.0,Online,0,159.3,0,1
17609,2,0,1,2,Meal Plan 1,Room_Type 1,2018-09-19,280.0,Offline,0,110.0,0,1
17610,2,0,0,2,Meal Plan 1,Room_Type 1,2018-09-15,317.0,Offline,0,120.0,0,1
17611,2,0,0,2,Meal Plan 1,Room_Type 4,2018-09-02,60.0,Online,0,123.3,0,1
17612,2,0,0,1,Not Selected,Room_Type 1,2018-11-26,1.0,Online,0,95.0,0,0
17613,1,0,1,1,Meal Plan 1,Room_Type 1,2017-10-12,28.0,Online,0,95.95,2,0
17614,2,0,0,1,Meal Plan 2,Room_Type 1,2018-04-06,55.0,Offline,0,104.0,0,0
17615,2,0,2,2,Meal Plan 1,Room_Type 1,2018-04-09,90.0,Online,0,95.7,1,0
17616,1,0,2,2,Meal Plan 1,Room_Type 1,2018-06-05,163.0,Offline,0,,0,1
17617,2,1,0,1,Meal Plan 1,Room_Type 1,2018-06-21,58.0,Online,0,125.1,1,0
17618,2,0,0,3,Not Selected,Room_Type 1,2018-03-30,89.0,Online,0,76.5,0,0
17619,2,0,1,2,Meal Plan 1,Room_Type 4,2018-03-18,94.0,Online,0,87.3,1,0
17620,2,0,1,3,Not Selected,Room_Type 1,2018-08-22,3.0,Online,0,98.56,1,0
17621,2,0,2,2,Meal Plan 1,Room_Type 4,2018-09-10,32.0,Online,0,149.4,2,0
17622,1,0,0,3,Meal Plan 1,Room_Type 1,2018-05-04,104.0,Online,0,110.1,1,0
17623,2,2,0,3,Meal Plan 1,Room_Type 6,2018-12-27,140.0,Online,0,140.98,0,1
17624,2,0,1,1,Meal Plan 1,Room_Type 1,2018-06-04,275.0,Offline,0,62.8,0,1
17625,2,0,1,4,Meal Plan 1,Room_Type 4,2018-03-30,191.0,Offline,0,69.0,0,0
17626,2,0,2,3,Meal Plan 1,Room_Type 1,2018-05-15,116.0,Online,0,99.45,1,0
17627,1,0,1,2,Meal Plan 1,Room_Type 1,2018-05-30,12.0,Online,0,,0,1
17628,2,0,0,1,Meal Plan 1,Room_Type 1,2018-05-07,32.0,Online,0,126.9,0,0
17629,2,0,1,5,Meal Plan 1,Room_Type 1,2018-10-04,349.0,Online,0,90.0,0,1
17630,2,0,1,2,Meal Plan 1,Room_Type 1,2018-08-05,209.0,Online,0,105.3,1,1
17631,2,0,0,3,Meal Plan 1,Room_Type 1,2018-09-22,276.0,Offline,0,116.33,0,1
17632,2,0,0,3,Meal Plan 1,Room_Type 1,2017-11-18,30.0,Online,0,113.4,1,0
17633,1,0,1,2,Meal Plan 1,Room_Type 5,2018-10-10,227.0,Corporate,0,106.0,0,1
17634,2,0,0,3,Meal Plan 1,Room_Type 1,2018-04-27,76.0,Online,0,106.5,1,1
17635,2,1,1,5,Meal Plan 1,Room_Type 1,2018-08-09,153.0,Online,0,123.25,1,1
17636,2,2,0,2,Meal Plan 1,Room_Type 6,2018-07-14,119.0,Online,0,,1,0
17637,2,0,1,3,Not Selected,Room_Type 1,2017-12-28,61.0,Online,0,92.5,1,0
17638,2,0,0,3,Meal Plan 1,Room_Type 1,2018-07-06,4.0,Online,0,151.0,1,0
17639,3,0,1,1,Meal Plan 1,Room_Type 4,2018-10-08,,Online,0,151.2,1,0
17640,2,0,0,3,Meal Plan 1,Room_Type 1,2018-12-08,85.0,Offline,0,75.0,0,0
17641,2,0,0,3,Meal Plan 1,Room_Type 1,2018-11-23,308.0,Online,0,78.3,2,1
17642,1,0,1,0,Meal Plan 1,Room_Type 1,2017-10-12,6.0,Corporate,0,65.0,0,0
17643,2,0,0,1,Meal Plan 1,Room_Type 1,2018-06-17,3.0,Online,0,141.0,2,0
17644,1,0,0,4,Meal Plan 1,Room_Type 1,2018-05-18,,Offline,0,62.0,0,0
17645,1,0,0,1,Meal Plan 1,Room_Type 1,2018-05-04,2.0,Corporate,1,67.0,1,0
17646,2,0,2,5,Meal Plan 1,Room_Type 4,2018-03-06,56.0,Online,0,82.45,0,1
17647,2,0,0,3,Meal Plan 1,Room_Type 1,2017-09-17,162.0,Offline,0,70.0,0,0
17648,3,0,1,1,Meal Plan 2,Room_Type 4,2018-04-30,33.0,Online,0,210.6,0,1
17649,2,0,0,3,Not Selected,Room_Type 1,2018-03-23,40.0,Online,0,108.5,1,0
17650,2,0,0,3,Meal Plan 1,Room_Type 1,2018-10-13,37.0,Offline,0,105.0,0,0
17651,1,0,0,2,Meal Plan 1,Room_Type 1,2017-10-02,164.0,Offline,0,100.0,0,1
17652,2,0,0,1,Meal Plan 1,Room_Type 1,2018-06-08,56.0,Offline,0,120.0,0,0
