room_type,meal_type,segment,lead_time,price,id,adults,children,weekends,weekdays,repeat,requests,arrival_month,booking_status
0.0,0.0,4.0,41.0,105.9,16491,2,0,1,2,0,2,10.0,0
3.0,0.0,4.0,0.0,155.0,16492,2,0,1,3,0,1,9.0,0
0.0,3.0,4.0,96.0,76.93,16493,2,0,2,2,0,0,4.0,0
1.0,0.0,4.0,121.0,58.91,16494,2,0,1,3,0,2,2.0,0
3.0,0.0,4.0,112.0,97.75,16495,2,0,0,4,0,1,12.0,1
0.0,3.0,4.0,70.0,74.8,16496,2,0,2,2,0,1,12.0,0
3.0,0.0,4.0,128.0,151.2,16497,3,0,0,3,0,1,10.0,1
3.0,0.0,4.0,62.0,146.7,16498,3,0,0,4,0,2,7.0,0
3.0,1.0,4.0,43.0,194.3,16499,3,0,0,3,0,2,11.0,0
3.0,0.0,4.0,26.0,123.0,16500,2,0,0,2,0,2,11.0,0
0.0,3.0,4.0,6.0,81.0,16501,1,0,1,0,0,0,2.0,0
0.0,3.0,4.0,7.0,76.29,16502,2,0,3,5,0,0,11.0,1
0.0,1.0,3.0,0.0,109.0,16503,2,0,0,2,0,0,8.0,0
0.0,3.0,4.0,24.0,88.0,16504,2,0,2,1,0,2,12.0,0
0.0,0.0,2.0,0.0,160.0,16505,2,0,0,1,0,0,9.0,0
0.0,3.0,4.0,0.0,149.0,16506,2,0,0,3,0,0,5.0,0
4.0,0.0,4.0,181.0,250.0,16507,2,0,0,1,0,0,10.0,1
0.0,0.0,4.0,51.0,148.75,16508,2,1,2,2,0,1,11.0,0
0.0,1.0,3.0,63.0,116.0,16509,2,0,0,2,0,0,9.0,0
3.0,0.0,4.0,58.0,115.04,16510,2,0,0,2,0,2,9.0,0
3.0,0.0,4.0,9.0,114.0,16511,1,0,0,1,0,1,12.0,0
0.0,0.0,4.0,124.0,114.3,16512,2,0,1,5,0,0,8.0,1
0.0,0.0,3.0,108.0,72.25,16513,2,0,2,2,0,0,7.0,0
0.0,0.0,3.0,304.0,70.0,16514,1,0,2,3,0,1,12.0,0
0.0,0.0,3.0,304.0,89.0,16515,2,0,0,3,0,0,11.0,1
0.0,0.0,3.0,32.0,73.0,16516,1,0,0,2,0,0,11.0,0
0.0,0.0,3.0,163.0,99.88,16517,2,0,2,5,0,0,9.0,0
0.0,1.0,4.0,320.0,115.0,16518,2,0,0,2,0,1,8.0,1
0.0,3.0,4.0,20.0,79.0,16519,2,0,0,2,0,0,2.0,1
0.0,0.0,4.0,89.0,107.1,16520,2,0,2,3,0,3,6.0,0
3.0,1.0,4.0,87.0,183.6,16521,2,0,2,5,0,1,9.0,0
0.0,0.0,4.0,90.0,96.3,16522,2,0,1,2,0,0,3.0,0
0.0,0.0,3.0,250.0,95.0,16523,2,0,1,3,0,0,9.0,1
0.0,1.0,3.0,58.0,99.88,16524,2,0,0,3,0,0,5.0,0
0.0,3.0,4.0,120.0,79.2,16525,2,0,2,1,0,0,12.0,1
0.0,0.0,4.0,141.0,111.68,16526,2,0,2,5,0,1,7.0,0
5.0,0.0,4.0,38.0,179.3,16527,2,2,0,1,0,4,10.0,0
0.0,3.0,4.0,95.0,108.0,16528,2,0,2,1,0,2,10.0,0
5.0,0.0,4.0,4.0,194.33,16529,2,2,2,1,0,2,3.0,0
0.0,0.0,4.0,25.0,129.0,16530,1,0,1,2,0,2,10.0,0
0.0,1.0,3.0,117.0,94.5,16531,2,0,2,1,0,0,8.0,0
0.0,3.0,4.0,12.0,139.0,16532,2,0,1,0,0,0,7.0,0
0.0,3.0,4.0,29.0,119.0,16533,2,0,0,4,0,2,10.0,1
0.0,0.0,3.0,49.0,65.0,16534,2,0,2,5,0,0,3.0,0
0.0,0.0,2.0,5.0,84.0,16535,1,0,2,3,0,0,11.0,0
3.0,0.0,4.0,89.0,139.95,16536,3,0,1,3,0,1,7.0,1
0.0,3.0,4.0,97.0,110.5,16537,3,0,1,3,0,1,4.0,0
4.0,0.0,4.0,9.0,99.88,16538,2,0,2,3,0,0,12.0,0
0.0,0.0,4.0,0.0,123.0,16539,2,0,2,0,0,0,10.0,0
0.0,0.0,3.0,107.0,130.0,16540,2,0,0,2,0,1,6.0,0
0.0,0.0,3.0,121.0,80.75,16541,2,0,0,3,0,0,5.0,0
0.0,1.0,4.0,6.0,0.0,16542,1,0,0,2,0,0,12.0,0
0.0,3.0,4.0,109.0,80.1,16543,1,0,0,1,0,1,10.0,0
5.0,0.0,4.0,21.0,206.0,16544,2,2,2,4,0,0,6.0,1
0.0,0.0,3.0,7.0,144.0,16545,2,0,0,3,0,0,5.0,0
0.0,0.0,3.0,275.0,90.0,16546,2,0,1,4,0,0,10.0,1
0.0,0.0,3.0,57.0,90.67,16547,2,0,1,2,0,1,6.0,0
0.0,3.0,4.0,7.0,106.36,16548,2,0,0,4,0,1,11.0,0
0.0,0.0,4.0,58.0,0.0,16549,1,0,1,3,0,2,3.0,0
0.0,0.0,3.0,11.0,88.5,16550,2,0,2,2,0,0,10.0,0
0.0,0.0,4.0,206.0,105.3,16551,2,0,1,4,0,2,10.0,1
5.0,1.0,4.0,15.0,242.33,16552,2,2,0,3,0,2,3.0,0
0.0,0.0,4.0,58.0,94.5,16553,2,0,0,2,0,1,10.0,0
0.0,0.0,4.0,91.0,134.1,16554,2,1,2,0,0,0,8.0,0
0.0,0.0,3.0,19.0,80.0,16555,1,0,0,3,1,0,10.0,0
3.0,0.0,4.0,5.0,105.0,16556,2,0,2,2,0,0,11.0,0
0.0,0.0,4.0,3.0,119.0,16557,2,1,1,1,0,0,3.0,0
3.0,0.0,4.0,7.0,177.0,16558,3,0,2,1,0,2,5.0,0
0.0,3.0,4.0,44.0,108.0,16559,2,0,2,1,0,1,10.0,1
3.0,1.0,3.0,80.0,108.0,16560,1,0,0,2,0,0,10.0,0
0.0,1.0,4.0,117.0,94.5,16561,2,0,2,1,0,0,8.0,1
0.0,0.0,3.0,41.0,65.0,16562,2,0,0,1,0,1,12.0,0
0.0,0.0,4.0,11.0,133.33,16563,2,0,2,1,0,1,10.0,0
0.0,0.0,1.0,3.0,0.0,16564,1,0,4,10,0,0,10.0,0
0.0,0.0,4.0,44.0,251.7,16565,1,0,0,3,0,0,6.0,1
5.0,1.0,4.0,163.0,192.95,16566,2,2,2,2,0,0,12.0,0
0.0,1.0,3.0,0.0,109.0,16567,2,0,0,2,0,0,8.0,0
0.0,1.0,3.0,346.0,115.0,16568,2,0,0,2,0,1,9.0,1
0.0,3.0,4.0,143.0,106.75,16569,2,0,2,5,0,1,8.0,0
0.0,0.0,4.0,322.0,80.0,16570,2,0,1,3,0,0,5.0,1
0.0,0.0,3.0,58.0,75.0,16571,2,0,0,3,0,0,10.0,1
0.0,0.0,4.0,58.0,114.3,16572,2,0,0,2,0,2,7.0,0
0.0,0.0,4.0,143.0,114.3,16573,2,0,1,1,0,0,8.0,1
0.0,0.0,4.0,37.0,0.5,16574,1,0,4,8,0,0,2.0,0
0.0,3.0,4.0,10.0,78.5,16575,2,0,2,5,0,2,1.0,0
0.0,0.0,3.0,258.0,110.0,16576,2,0,1,0,0,0,10.0,1
0.0,0.0,3.0,24.0,85.0,16577,2,0,2,4,0,0,9.0,0
0.0,0.0,4.0,62.0,101.15,16578,2,1,1,3,0,2,3.0,0
0.0,0.0,4.0,9.0,184.0,16579,2,0,0,2,0,2,10.0,0
0.0,0.0,1.0,44.0,2.0,16580,2,0,1,1,0,0,1.0,0
0.0,0.0,2.0,12.0,79.0,16581,1,0,0,1,1,1,12.0,0
0.0,3.0,4.0,11.0,122.33,16582,2,0,1,2,0,0,4.0,1
0.0,1.0,4.0,14.0,132.33,16583,2,0,2,7,0,0,3.0,1
3.0,0.0,4.0,88.0,149.4,16584,2,0,2,3,0,1,9.0,0
0.0,0.0,1.0,64.0,0.0,16585,2,0,0,1,0,1,10.0,0
3.0,0.0,4.0,151.0,137.13,16586,3,0,1,5,0,1,7.0,1
0.0,3.0,4.0,58.0,99.88,16587,2,0,0,3,0,0,3.0,1
0.0,0.0,4.0,5.0,95.0,16588,1,0,1,1,0,1,4.0,0
0.0,0.0,2.0,35.0,79.0,16589,1,0,0,1,0,1,12.0,0
0.0,3.0,4.0,97.0,80.75,16590,2,0,1,3,0,1,4.0,0
3.0,0.0,4.0,40.0,145.35,16591,3,0,0,4,0,1,3.0,1
0.0,0.0,3.0,97.0,99.88,16592,2,0,2,1,0,0,10.0,1
0.0,0.0,4.0,25.0,75.2,16593,1,0,0,1,0,0,11.0,0
0.0,3.0,4.0,9.0,137.0,16594,2,0,0,2,0,0,8.0,0
4.0,0.0,1.0,10.0,35.0,16595,2,2,2,0,0,3,7.0,0
0.0,0.0,4.0,26.0,101.0,16596,2,0,0,1,0,0,6.0,1
0.0,0.0,3.0,171.0,80.75,16597,2,0,2,5,0,0,9.0,1
0.0,0.0,4.0,5.0,139.13,16598,2,0,0,1,0,1,9.0,0
0.0,0.0,4.0,7.0,174.67,16599,2,1,0,3,0,2,3.0,0
0.0,0.0,4.0,33.0,111.9,16600,2,0,1,2,0,0,6.0,1
0.0,0.0,3.0,23.0,85.0,16601,2,0,1,2,0,1,8.0,0
0.0,0.0,4.0,254.0,100.3,16602,2,0,1,3,0,0,9.0,1
3.0,0.0,4.0,40.0,125.55,16603,2,0,0,1,0,0,10.0,1
0.0,0.0,3.0,58.0,100.0,16604,1,0,1,1,0,1,5.0,0
0.0,0.0,3.0,6.0,70.0,16605,2,0,2,3,0,0,2.0,0
4.0,0.0,2.0,290.0,106.0,16606,1,0,1,2,0,0,12.0,0
0.0,1.0,3.0,75.0,105.0,16607,2,0,2,0,0,0,10.0,1
0.0,0.0,3.0,58.0,110.0,16608,2,0,1,2,0,0,9.0,1
0.0,3.0,4.0,49.0,67.5,16609,2,0,2,1,0,0,2.0,1
3.0,0.0,4.0,206.0,109.8,16610,1,0,2,2,0,3,10.0,0
0.0,3.0,4.0,58.0,80.1,16611,2,0,2,1,0,2,10.0,1
0.0,0.0,4.0,117.0,76.5,16612,2,0,0,1,0,0,8.0,1
3.0,0.0,4.0,55.0,149.4,16613,2,0,0,4,0,0,7.0,1
0.0,0.0,3.0,159.0,144.0,16614,2,0,1,2,0,0,9.0,1
3.0,0.0,3.0,58.0,60.0,16615,2,0,2,1,0,0,11.0,0
0.0,3.0,4.0,3.0,95.48,16616,1,0,0,1,0,0,5.0,1
0.0,0.0,3.0,177.0,100.0,16617,2,0,0,2,0,0,6.0,1
5.0,0.0,4.0,1.0,142.0,16618,2,2,0,2,0,0,11.0,0
0.0,0.0,4.0,115.0,60.0,16619,1,0,2,2,0,0,2.0,1
0.0,1.0,4.0,113.0,117.3,16620,2,0,0,4,0,3,12.0,0
0.0,0.0,3.0,44.0,75.0,16621,2,0,0,3,0,0,2.0,0
0.0,1.0,4.0,320.0,115.0,16622,2,0,0,2,0,1,8.0,1
3.0,0.0,4.0,41.0,142.2,16623,2,0,0,2,0,0,6.0,1
0.0,0.0,4.0,3.0,101.0,16624,2,0,0,2,0,0,3.0,1
0.0,0.0,3.0,3.0,55.0,16625,2,0,2,2,0,0,3.0,0
0.0,0.0,3.0,68.0,65.0,16626,2,0,0,2,0,0,9.0,0
0.0,0.0,3.0,22.0,75.0,16627,2,0,0,1,0,0,8.0,0
0.0,0.0,4.0,42.0,104.0,16628,2,0,0,3,0,2,11.0,0
0.0,0.0,3.0,118.0,99.28,16629,2,0,2,5,0,0,9.0,0
0.0,0.0,3.0,270.0,99.88,16630,2,0,0,4,0,0,4.0,1
0.0,1.0,3.0,34.0,224.67,16631,2,0,0,3,0,0,9.0,1
0.0,0.0,3.0,58.0,100.0,16632,2,0,1,3,0,0,10.0,1
0.0,0.0,3.0,160.0,70.0,16633,2,0,0,3,0,0,12.0,0
0.0,0.0,4.0,149.0,99.45,16634,2,0,0,4,0,1,7.0,0
0.0,3.0,4.0,141.0,118.8,16635,1,0,2,5,0,1,9.0,1
4.0,0.0,3.0,58.0,163.62,16636,3,0,0,1,0,0,8.0,0
0.0,0.0,3.0,305.0,89.0,16637,2,0,1,2,0,0,11.0,1
3.0,0.0,4.0,40.0,109.8,16638,2,0,1,0,0,0,4.0,0
0.0,0.0,4.0,57.0,112.8,16639,2,0,0,3,0,3,12.0,0
1.0,0.0,4.0,46.0,105.5,16640,2,0,0,3,0,1,11.0,0
0.0,3.0,4.0,113.0,99.88,16641,2,1,0,4,0,1,3.0,0
3.0,0.0,4.0,89.0,143.7,16642,3,0,1,5,0,0,6.0,1
5.0,0.0,4.0,65.0,177.3,16643,1,2,0,3,0,1,4.0,1
3.0,0.0,4.0,77.0,104.4,16644,2,0,0,3,0,2,10.0,0
0.0,0.0,2.0,3.0,143.0,16645,1,0,2,2,0,0,7.0,0
3.0,0.0,4.0,58.0,159.2,16646,3,0,1,2,0,2,5.0,0
3.0,0.0,4.0,75.0,129.0,16647,2,0,1,2,0,0,7.0,1
0.0,3.0,4.0,237.0,80.75,16648,2,0,0,4,0,0,8.0,1
0.0,3.0,4.0,107.0,118.8,16649,2,0,1,3,0,1,9.0,1
3.0,0.0,4.0,58.0,99.88,16650,3,0,1,1,0,0,5.0,1
0.0,0.0,3.0,122.0,85.0,16651,2,0,0,2,0,0,4.0,1
0.0,3.0,4.0,47.0,125.1,16652,2,0,0,1,0,1,9.0,0
0.0,0.0,4.0,66.0,179.1,16653,2,0,1,3,0,2,11.0,0
0.0,0.0,4.0,19.0,91.0,16654,2,0,1,4,0,2,2.0,1
0.0,3.0,4.0,221.0,109.65,16655,2,0,1,3,0,1,9.0,1
3.0,0.0,4.0,113.0,114.9,16656,2,0,0,3,0,0,12.0,1
0.0,0.0,4.0,94.0,65.84,16657,2,0,2,4,0,1,11.0,0
0.0,3.0,4.0,58.0,89.0,16658,2,0,0,1,0,1,4.0,0
3.0,0.0,4.0,253.0,140.4,16659,1,0,1,2,0,1,10.0,1
0.0,3.0,4.0,100.0,81.2,16660,2,0,1,2,0,0,4.0,0
1.0,0.0,4.0,51.0,116.1,16661,2,0,2,3,0,0,4.0,1
0.0,0.0,3.0,11.0,143.2,16662,1,0,0,1,0,0,10.0,0
0.0,0.0,3.0,79.0,75.0,16663,2,0,0,2,0,0,11.0,0
5.0,0.0,4.0,134.0,163.34,16664,2,2,1,5,0,2,12.0,1
0.0,0.0,3.0,56.0,99.88,16665,2,0,0,1,0,0,6.0,0
3.0,0.0,4.0,4.0,187.0,16666,3,0,0,1,0,1,3.0,0
0.0,0.0,4.0,6.0,161.5,16667,2,0,1,3,0,2,9.0,0
0.0,0.0,3.0,58.0,116.28,16668,2,0,1,3,0,0,6.0,0
0.0,0.0,4.0,34.0,145.8,16669,2,0,0,3,0,2,9.0,0
3.0,0.0,4.0,49.0,135.9,16670,2,0,1,1,0,1,6.0,0
3.0,0.0,4.0,7.0,125.8,16671,2,0,1,3,0,2,12.0,0
0.0,0.0,3.0,12.0,85.0,16672,1,0,1,0,0,1,9.0,0
0.0,0.0,3.0,188.0,130.0,16673,1,0,0,2,0,0,6.0,1
0.0,0.0,3.0,26.0,85.0,16674,2,0,2,3,0,0,10.0,0
0.0,0.0,4.0,171.0,90.95,16675,2,0,0,4,0,1,6.0,0
1.0,0.0,4.0,157.0,108.66,16676,2,0,0,3,0,0,8.0,1
0.0,0.0,3.0,140.0,70.0,16677,2,0,0,5,0,0,12.0,0
0.0,1.0,4.0,35.0,116.1,16678,2,0,0,2,0,0,3.0,1
0.0,0.0,3.0,105.0,96.9,16679,2,0,1,3,0,5,9.0,0
3.0,0.0,4.0,6.0,167.0,16680,3,0,0,2,0,0,4.0,0
3.0,0.0,1.0,2.0,0.0,16681,2,1,0,0,1,1,10.0,0
0.0,0.0,3.0,11.0,75.25,16682,1,0,2,2,0,0,10.0,0
5.0,0.0,4.0,159.0,198.9,16683,2,0,0,3,0,0,5.0,1
0.0,0.0,3.0,110.0,99.88,16684,2,0,0,4,0,0,12.0,0
0.0,0.0,3.0,159.0,99.88,16685,1,0,1,2,0,0,9.0,1
3.0,0.0,4.0,53.0,149.4,16686,2,0,2,2,0,0,9.0,1
5.0,0.0,4.0,4.0,153.0,16687,2,2,0,1,0,1,8.0,0
0.0,0.0,4.0,157.0,130.5,16688,1,0,1,2,0,0,9.0,1
0.0,1.0,4.0,169.0,106.0,16689,2,0,2,2,0,0,4.0,1
0.0,0.0,4.0,8.0,111.35,16690,2,0,0,3,0,1,5.0,0
0.0,0.0,4.0,2.0,103.0,16691,1,0,0,1,0,1,11.0,0
0.0,0.0,4.0,59.0,80.3,16692,2,0,0,3,0,2,3.0,0
0.0,0.0,4.0,16.0,69.35,16693,2,0,1,2,0,1,3.0,0
0.0,3.0,4.0,9.0,113.0,16694,2,0,2,4,0,1,11.0,0
0.0,3.0,4.0,3.0,128.0,16695,2,0,1,0,0,2,8.0,0
3.0,0.0,4.0,119.0,119.28,16696,2,0,3,6,0,1,7.0,0
0.0,0.0,2.0,58.0,47.0,16697,1,0,2,1,0,0,12.0,0
0.0,0.0,4.0,12.0,141.0,16698,2,0,1,3,0,2,8.0,0
5.0,0.0,4.0,162.0,168.3,16699,2,2,1,0,0,0,7.0,1
0.0,0.0,4.0,26.0,122.0,16700,2,0,0,2,0,2,8.0,0
0.0,0.0,4.0,179.0,90.9,16701,2,0,1,3,0,3,10.0,0
0.0,1.0,3.0,273.0,109.0,16702,2,0,0,2,0,0,7.0,1
3.0,0.0,4.0,51.0,144.0,16703,3,0,0,4,0,1,11.0,0
0.0,0.0,4.0,4.0,111.0,16704,2,0,0,1,0,1,11.0,1
0.0,0.0,4.0,145.0,69.56,16705,1,1,2,4,0,0,4.0,0
0.0,3.0,4.0,142.0,94.5,16706,2,0,0,1,0,2,8.0,0
0.0,0.0,4.0,142.0,83.78,16707,2,0,1,4,0,1,6.0,0
0.0,3.0,4.0,23.0,74.8,16708,2,0,1,3,0,1,12.0,0
0.0,0.0,2.0,29.0,66.0,16709,1,0,0,1,0,0,2.0,0
0.0,0.0,4.0,101.0,93.08,16710,2,0,0,4,0,1,4.0,0
0.0,0.0,4.0,0.0,146.0,16711,2,0,1,3,0,1,8.0,0
0.0,1.0,3.0,315.0,160.0,16712,2,0,1,2,0,0,9.0,1
0.0,0.0,3.0,67.0,75.0,16713,2,0,2,2,0,0,12.0,0
0.0,0.0,3.0,151.0,80.0,16714,1,0,0,3,0,0,1.0,0
0.0,0.0,4.0,5.0,105.0,16715,2,0,0,2,0,0,9.0,0
0.0,0.0,4.0,111.0,105.83,16716,2,0,2,2,0,2,7.0,0
0.0,3.0,4.0,3.0,75.0,16717,2,0,0,1,0,0,12.0,0
5.0,0.0,4.0,1.0,221.33,16718,1,2,0,3,0,2,10.0,0
0.0,0.0,4.0,43.0,94.5,16719,2,0,1,0,0,2,10.0,0
0.0,0.0,4.0,8.0,126.0,16720,1,0,0,2,0,1,7.0,0
3.0,0.0,4.0,149.0,114.3,16721,2,0,1,1,0,1,7.0,1
0.0,1.0,3.0,197.0,43.8,16722,0,3,1,4,0,0,12.0,0
5.0,0.0,4.0,31.0,99.88,16723,2,2,0,2,0,0,2.0,1
0.0,0.0,3.0,8.0,130.0,16724,2,0,0,1,0,0,11.0,0
0.0,0.0,4.0,225.0,96.3,16725,2,0,0,2,0,0,8.0,1
0.0,3.0,4.0,58.0,145.0,16726,2,0,0,2,0,1,11.0,0
0.0,0.0,2.0,39.0,65.0,16727,1,0,2,2,0,0,11.0,0
0.0,0.0,4.0,29.0,109.2,16728,2,0,1,2,0,1,4.0,0
3.0,0.0,4.0,95.0,140.4,16729,2,0,0,3,0,0,5.0,0
3.0,0.0,4.0,189.0,109.8,16730,2,0,1,2,0,0,10.0,1
1.0,0.0,4.0,180.0,112.5,16731,2,1,1,1,0,0,7.0,1
0.0,0.0,3.0,4.0,70.0,16732,1,0,0,1,0,0,12.0,0
0.0,1.0,3.0,102.0,101.5,16733,2,0,0,2,0,0,10.0,1
0.0,0.0,4.0,129.0,114.3,16734,2,0,2,4,0,0,8.0,1
0.0,0.0,3.0,69.0,120.0,16735,1,0,2,4,0,0,6.0,1
0.0,0.0,4.0,90.0,82.45,16736,2,0,1,3,0,1,4.0,0
5.0,0.0,4.0,219.0,168.3,16737,2,2,0,1,0,2,8.0,1
0.0,0.0,3.0,140.0,70.0,16738,2,0,0,5,0,0,12.0,0
0.0,0.0,4.0,14.0,105.0,16739,2,0,0,4,0,0,11.0,1
0.0,0.0,3.0,18.0,85.0,16740,2,0,2,1,0,0,7.0,0
3.0,0.0,3.0,79.0,99.88,16741,2,0,1,1,0,1,4.0,0
3.0,0.0,4.0,52.0,96.9,16742,2,0,0,4,0,0,12.0,1
0.0,0.0,4.0,1.0,106.0,16743,2,0,0,1,0,2,8.0,0
0.0,1.0,3.0,94.0,110.75,16744,2,0,1,5,0,1,3.0,0
0.0,0.0,4.0,137.0,96.3,16745,2,0,0,2,0,0,8.0,0
3.0,0.0,4.0,25.0,146.2,16746,1,0,1,3,0,0,11.0,0
0.0,3.0,4.0,3.0,95.0,16747,2,0,0,1,0,1,11.0,1
0.0,0.0,3.0,211.0,100.0,16748,2,0,0,2,0,0,5.0,1
0.0,3.0,4.0,3.0,168.0,16749,1,0,0,1,0,2,8.0,0
0.0,0.0,4.0,1.0,106.0,16750,2,0,0,2,0,3,8.0,0
0.0,0.0,3.0,10.0,80.0,16751,2,0,1,2,0,0,3.0,0
0.0,0.0,4.0,27.0,141.0,16752,2,0,0,3,0,0,5.0,1
0.0,3.0,4.0,58.0,100.29,16753,2,0,0,2,0,3,9.0,0
0.0,0.0,4.0,66.0,98.1,16754,2,0,1,1,0,2,9.0,0
5.0,0.0,4.0,54.0,99.88,16755,2,2,2,1,0,0,4.0,1
0.0,0.0,4.0,136.0,99.88,16756,2,0,0,4,0,0,10.0,1
0.0,0.0,3.0,51.0,75.0,16757,2,0,0,2,0,0,11.0,0
1.0,0.0,4.0,169.0,212.86,16758,2,2,0,2,0,2,8.0,1
0.0,1.0,3.0,257.0,101.5,16759,2,0,0,2,0,0,7.0,1
0.0,0.0,4.0,43.0,68.47,16760,1,0,1,5,0,0,3.0,1
0.0,0.0,2.0,0.0,65.0,16761,1,0,0,1,0,0,5.0,0
0.0,0.0,4.0,103.0,99.9,16762,2,0,0,1,0,1,4.0,0
0.0,0.0,4.0,32.0,143.28,16763,1,0,0,2,0,0,11.0,1
0.0,0.0,4.0,18.0,76.81,16764,1,0,0,3,0,2,9.0,0
0.0,3.0,4.0,1.0,104.0,16765,2,0,0,3,0,1,11.0,0
5.0,0.0,4.0,186.0,99.88,16766,2,2,0,2,0,2,7.0,1
0.0,0.0,4.0,58.0,80.3,16767,2,0,0,2,0,1,1.0,0
0.0,0.0,3.0,132.0,72.25,16768,2,0,1,2,0,0,7.0,0
1.0,0.0,4.0,254.0,100.7,16769,2,0,0,1,0,1,7.0,1
3.0,0.0,4.0,58.0,105.3,16770,2,0,0,3,0,0,4.0,1
0.0,0.0,4.0,196.0,55.96,16771,2,0,2,5,0,2,8.0,0
0.0,1.0,3.0,320.0,115.0,16772,2,0,0,2,0,1,8.0,1
0.0,3.0,4.0,17.0,92.67,16773,2,0,1,2,0,0,12.0,0
3.0,0.0,4.0,0.0,0.0,16774,1,0,0,1,0,0,2.0,0
3.0,0.0,4.0,58.0,166.0,16775,2,0,0,1,0,1,8.0,1
3.0,0.0,4.0,21.0,99.88,16776,1,0,1,0,0,0,10.0,0
0.0,0.0,3.0,145.0,112.0,16777,2,0,1,4,0,1,7.0,0
0.0,0.0,4.0,55.0,82.47,16778,2,0,0,1,0,1,10.0,0
0.0,0.0,3.0,256.0,64.33,16779,1,0,1,2,0,0,9.0,0
3.0,0.0,4.0,52.0,148.91,16780,2,1,0,2,0,2,12.0,0
0.0,0.0,3.0,3.0,68.0,16781,2,0,2,2,0,0,3.0,0
5.0,0.0,4.0,78.0,154.7,16782,2,2,1,5,0,0,3.0,0
0.0,1.0,3.0,221.0,48.0,16783,2,0,0,1,0,1,8.0,0
0.0,0.0,4.0,58.0,68.0,16784,1,0,2,7,0,1,7.0,1
0.0,0.0,4.0,7.0,123.2,16785,2,0,0,3,0,1,10.0,0
0.0,0.0,3.0,6.0,75.0,16786,1,0,1,2,0,0,7.0,0
3.0,0.0,4.0,21.0,156.0,16787,2,0,2,1,0,0,5.0,1
0.0,0.0,4.0,46.0,94.5,16788,2,0,0,4,0,1,10.0,0
0.0,0.0,4.0,26.0,159.0,16789,2,1,0,1,0,2,9.0,0
0.0,3.0,4.0,84.0,58.14,16790,2,0,2,2,0,0,4.0,0
3.0,0.0,4.0,128.0,132.3,16791,2,0,1,5,0,1,10.0,0
0.0,0.0,4.0,177.0,99.45,16792,2,0,2,2,0,1,7.0,0
0.0,0.0,4.0,20.0,107.0,16793,2,0,2,1,0,0,10.0,0
0.0,0.0,4.0,3.0,139.0,16794,2,1,0,2,0,0,3.0,1
0.0,3.0,4.0,31.0,74.8,16795,2,0,1,3,0,0,11.0,1
0.0,0.0,4.0,47.0,73.08,16796,2,0,0,3,0,1,3.0,0
3.0,0.0,4.0,7.0,90.1,16797,2,0,2,2,0,2,12.0,0
0.0,3.0,4.0,14.0,99.88,16798,1,0,0,2,0,1,11.0,0
0.0,1.0,3.0,34.0,224.67,16799,2,0,0,3,0,0,9.0,1
3.0,0.0,4.0,267.0,121.5,16800,3,0,1,1,0,0,12.0,0
0.0,0.0,4.0,58.0,143.1,16801,2,1,0,1,0,0,6.0,1
0.0,3.0,4.0,51.0,125.1,16802,2,0,0,2,0,0,8.0,1
0.0,3.0,4.0,100.0,112.5,16803,2,0,1,0,0,1,7.0,0
0.0,0.0,4.0,31.0,94.5,16804,2,0,2,1,0,1,10.0,0
0.0,3.0,4.0,19.0,99.0,16805,2,0,0,1,0,1,7.0,0
0.0,3.0,4.0,20.0,77.71,16806,2,0,2,5,0,0,11.0,1
0.0,0.0,4.0,56.0,99.71,16807,3,0,2,3,0,2,10.0,0
0.0,3.0,4.0,220.0,118.25,16808,2,1,1,4,0,1,10.0,1
0.0,3.0,4.0,19.0,107.03,16809,2,0,1,2,0,1,9.0,0
0.0,0.0,4.0,20.0,124.16,16810,1,0,2,2,0,1,11.0,0
0.0,0.0,4.0,25.0,139.0,16811,2,0,0,2,0,1,10.0,0
0.0,3.0,4.0,19.0,96.0,16812,2,0,0,1,0,0,9.0,0
0.0,0.0,4.0,143.0,96.3,16813,2,0,2,2,0,0,8.0,1
0.0,0.0,4.0,58.0,149.0,16814,2,1,1,2,0,0,4.0,1
0.0,0.0,3.0,69.0,120.0,16815,1,0,2,4,0,0,6.0,1
0.0,0.0,3.0,71.0,120.0,16816,1,0,0,3,0,0,6.0,0
0.0,0.0,4.0,78.0,69.53,16817,2,0,1,2,0,1,4.0,0
0.0,0.0,3.0,158.0,70.0,16818,2,0,1,2,0,0,3.0,0
0.0,0.0,3.0,5.0,90.0,16819,2,0,1,2,0,0,10.0,0
0.0,0.0,4.0,10.0,169.0,16820,2,1,0,1,0,1,7.0,1
0.0,3.0,4.0,63.0,54.46,16821,2,0,0,4,0,0,3.0,0
3.0,0.0,4.0,61.0,118.8,16822,2,0,1,2,0,0,4.0,1
0.0,1.0,3.0,320.0,90.0,16823,1,0,0,2,0,0,8.0,0
3.0,0.0,4.0,88.0,132.3,16824,2,0,0,3,0,1,10.0,0
3.0,0.0,4.0,35.0,119.81,16825,2,1,2,1,0,1,12.0,0
0.0,0.0,4.0,21.0,124.0,16826,2,0,1,1,0,1,9.0,0
0.0,0.0,4.0,28.0,86.1,16827,2,0,1,2,0,1,1.0,0
5.0,0.0,4.0,42.0,171.9,16828,2,2,0,1,0,1,6.0,1
0.0,1.0,3.0,23.0,87.0,16829,1,0,2,1,0,0,1.0,0
0.0,0.0,4.0,2.0,114.0,16830,2,0,0,1,0,1,8.0,0
